"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"4289",3475000,4,2016,6,"Green",112.65,"Betong","Fritt salg","Blokkleilighet",1,"4924.5",0,0,0,0,0,0,0,48,"4289.0","0.0","4289.0","1000.0",0,1,1,"67.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-11,"4601/189/422/55","4601","189","422","55",300398003,"Myrdalsvegen 30 G","myrdalsvegen",30,"B","H0402","5130","Boligblokker",2858355,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6742944.1","-30926.1"
"4308",2850000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/4","4601","168","2152","4",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2768609,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4310",5550000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,2,"83.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/3","4601","168","2152","3",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2769304,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4319",3550000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,1,1,"0.0",0,0,0,1,1,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/46","4601","168","2152","46",300651801,"Nyhavn 6 C",NA,0,NA,"H0201","5042","Boligblokker",2769246,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4322",3050000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,7,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/25","4601","168","2152","25",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2768446,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4323",3080000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-11,"4601/168/2152/31","4601","168","2152","31",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2856664,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4324",3550000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,5,"57.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/9","4601","168","2152","9",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2769246,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4334",2950000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,4,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/35","4601","168","2152","35",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2764785,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4335",5275000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,3,"70.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/14","4601","168","2152","14",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2763807,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4338",2550000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/23","4601","168","2152","23",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2768633,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4339",4550000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,3,"66.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/26","4601","168","2152","26",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2763356,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4344",2850000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,5,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/28","4601","168","2152","28",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2763779,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4346",3290000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,1,1,"62.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/2","4601","168","2152","2",300651801,"Nyhavn 6 C","nyhavn",6,"D","H0201","5042","Boligblokker",2763169,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4347",3050000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,7,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/41","4601","168","2152","41",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2768371,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4348",2950000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/11","4601","168","2152","11",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2764231,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4350",6700000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,1,"87.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/17","4601","168","2152","17",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2763668,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4357",4650000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,3,"66.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/42","4601","168","2152","42",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2769019,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4362",4350000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,3,"66.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/34","4601","168","2152","34",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2769548,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4367",3650000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,6,"55.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/45","4601","168","2152","45",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2768573,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4370",3690000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,2,"57.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-21,"4601/168/2152/20","4601","168","2152","20",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2774547,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4371",2850000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,2,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/22","4601","168","2152","22",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2763844,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4372",4550000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,4,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/15","4601","168","2152","15",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2769641,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4375",3150000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,8,"50.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/40","4601","168","2152","40",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2769853,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4378",2750000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,4,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/27","4601","168","2152","27",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2763475,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4379",3100000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,5,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/44","4601","168","2152","44",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2763327,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4381",2990000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,1,1,"55.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/21","4601","168","2152","21",300651801,"Nyhavn 6 C","nyhavn",6,"B","H0201","5042","Boligblokker",2769619,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4383",6100000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,1,1,"64.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-08,"4601/168/2152/1","4601","168","2152","1",300651801,"Nyhavn 6 C","nyhavn",6,"E","H0201","5042","Boligblokker",3456210,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4387",3050000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,2,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/38","4601","168","2152","38",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2768385,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4390",2950000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,2,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/30","4601","168","2152","30",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2769809,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4391",3050000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,4,"46.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/43","4601","168","2152","43",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2764475,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4392",2750000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,6,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/6","4601","168","2152","6",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2764163,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4393",2850000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,6,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/13","4601","168","2152","13",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2764688,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4395",3050000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,4,"43.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/18","4601","168","2152","18",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2764387,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4396",3050000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,4,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/39","4601","168","2152","39",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2769235,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4398",3550000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,6,"55.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-20,"4601/168/2152/37","4601","168","2152","37",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2769420,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4403",4450000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,4,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/8","4601","168","2152","8",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2764069,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4408",3450000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,2,6,"55.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-24,"4601/168/2152/29","4601","168","2152","29",300651801,"Nyhavn 6 C","nyhavn",6,"A","H0201","5042","Boligblokker",2790300,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4411",5650000,1,2019,6,"Green",113.38,"Betong","Fritt salg","Blokkleilighet",2,"0.0",0,0,0,0,0,0,0,45,"4893.0","0.0","4893.0","1588.0",0,3,2,"83.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-17,"4601/168/2152/10","4601","168","2152","10",300651801,"Nyhavn 6 C","nyhavn",6,"C","H0201","5042","Boligblokker",2764010,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737258.34","-32538.91"
"4425",5400000,58,1962,2,"Orange",300.04,"Tre","Fritt salg","Frittliggende enebolig",1,"1123.0",0,0,0,0,0,0,0,1,"168.0","0.0","168.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-07,"4601/153/532/NA","4601","153","532","NA",139628179,"Herman Grans vei 64 C","herman grans vei",64,"C",NA,"5162","Småhus",2319043,"Enebolig","Bolig","Bolig","6734052.63","-33933.25"
"4458",3950000,85,1935,1,"Orange",378.1,"Mur/tegl","Fritt salg","Frittliggende enebolig",1,"516.9",0,0,0,0,0,0,0,8,"599.0","0.0","599.0","0.0",0,3,1,"84.0",3,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-03,"4601/158/583/5","4601","158","583","5",139217772,"Lien 39","lien",39,NA,"K0102","5057","Boligblokker",2821344,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732783.19","-32197.3"
"4460",4700000,0,2020,7,"Red",90.76,"Tre","Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,2,5,"87.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-01,"4601/129/798/6","4601","129","798","6",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",3109165,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58"
"4462",3410000,0,2020,7,"Red",90.76,"Tre","Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,3,4,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-09,"4601/129/798/12","4601","129","798","12",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",2565795,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58"
"4464",3275000,0,2020,7,"Red",90.76,"Tre","Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,1,2,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-02,"4601/129/798/4","4601","129","798","4",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",3114936,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58"
"4465",2950000,0,2020,7,"Red",90.76,"Tre","Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,2,2,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-06,"4601/129/798/9","4601","129","798","9",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",3296361,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58"
"4467",2774000,0,2020,7,"Red",90.76,"Tre","Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,2,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-16,"4601/129/798/10","4601","129","798","10",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",2599154,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58"
"4468",2400000,0,2020,7,"Red",90.76,"Tre","Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,1,1,"44.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-25,"4601/129/798/5","4601","129","798","5",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",3081957,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58"
"4470",3562000,0,2020,7,"Red",90.76,"Tre","Fritt salg","Blokkleilighet",1,"3187.2",0,0,0,0,0,0,0,15,"1612.0","0.0","1612.0","551.0",0,3,3,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-08,"4601/129/798/13","4601","129","798","13",300643643,"Torvmyra 3","torvmyra",3,NA,"H0101","5174","Boligblokker",2717041,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729793.65","-39733.58"
