"","P","pm2","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","Etasje_num","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer.x","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","Andelsnummer","InternIdBruksenhet","dist_cbd_km","geom"
"183",5790000,1343.38747099768,15,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,2,1,90,3,2,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-09 01:00:00,"4601/164/46/36",4601,164,46,"36",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",157471,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,4831856,0.49,c(-32512.7, 6734254.52)
"184",7550000,1751.74013921114,12,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,4,4,110,3,2,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-20 01:00:00,"4601/164/46/49",4601,164,46,"49",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1389026,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4831845,0.49,c(-32512.7, 6734254.52)
"185",3850000,893.271461716937,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,2,3,54,2,1,1,0,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-22 01:00:00,"4601/164/46/38",4601,164,46,"38",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",340195,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,4831836,0.49,c(-32512.7, 6734254.52)
"186",7100000,1647.33178654292,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,2,1,93,3,2,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-03 01:00:00,"4601/164/46/40",4601,164,46,"40",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",1527762,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4831861,0.49,c(-32512.7, 6734254.52)
"187",3750000,870.069605568445,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,2,2,54,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-23 02:00:00,"4601/164/46/35",4601,164,46,"35",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1182554,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",6,4831855,0.49,c(-32512.7, 6734254.52)
"188",4400000,1020.88167053364,14,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,3,2,54,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-28 02:00:00,"4601/164/46/47",4601,164,46,"47",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",1352043,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4831864,0.49,c(-32512.7, 6734254.52)
"189",4075000,945.475638051044,13,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,3,2,54,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-26 02:00:00,"4601/164/46/43",4601,164,46,"43",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",2927644,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4831851,0.49,c(-32512.7, 6734254.52)
"190",2565000,595.127610208817,12,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,1,4,33,1,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-27 02:00:00,"4601/164/46/25",4601,164,46,"25",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1137544,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",7,4831857,0.49,c(-32512.7, 6734254.52)
"191",3480000,807.424593967517,12,2007,4,"D","Red",1,138.38,"Betong",1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,33,4310,"0.0","4310.0","0.0",0,2,3,54,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05 02:00:00,"4601/164/46/34",4601,164,46,"34",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1034510,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",4,4831854,0.49,c(-32512.7, 6734254.52)
"192",2690000,1387.31304796287,19,2002,4,"D","Red",1,175.17,"Betong",1,"Fritt salg","Blokkleilighet",1,"928.4",0,0,0,0,0,0,18,1939,"0.0","1939.0","0.0",0,2,2,68,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-06 02:00:00,"4601/150/428/17",4601,150,428,"17",9574948,"Kringsjåveien 123","kringsjåveien",123,NA,NA,"5163","Boligblokker",832400,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4819784,2.48,c(-34498.39, 6734515.48)
"193",3770000,1944.30118617844,20,2002,4,"D","Red",1,175.17,"Betong",1,"Fritt salg","Blokkleilighet",1,"928.4",0,0,0,0,0,0,18,1939,"0.0","1939.0","0.0",0,4,3,81,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-22 01:00:00,"4601/150/428/12",4601,150,428,"12",9574948,"Kringsjåveien 123","kringsjåveien",123,NA,NA,"5163","Boligblokker",316886,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4819772,2.48,c(-34498.39, 6734515.48)
"194",3170000,1634.86333161423,19,2002,4,"D","Red",1,175.17,"Betong",1,"Fritt salg","Frittliggende enebolig",1,"928.4",0,0,0,0,0,0,18,1939,"0.0","1939.0","0.0",0,1,2,70,3,1,1,1,1,3,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-04 02:00:00,"4601/150/428/2",4601,150,428,"2",9574948,"Kringsjåveien 123","kringsjåveien",123,NA,NA,"5163","Boligblokker",666736,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",3,4819780,2.48,c(-34498.39, 6734515.48)
"195",4150000,34297.520661157,28,1993,4,"D","Orange",2,179.1,"Tre",4,"Fritt salg","Tomannsbolig",1,"1012.0",0,0,0,0,0,0,1,121,"0.0","121.0","0.0",0,1,1,121,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-02 01:00:00,"4601/43/832/2",4601,43,832,"2",9524290,"Midtunhaugen 90 A","midtunhaugen",90,"A","H0101","5224","Småhus",254187,"Tomannsbolig, vertikaldelt","Bolig","Bolig",12,4814109,8.57,c(-31285.2, 6725791.17)
"196",2950000,1822.11241507103,17,2004,5,"C","Red",1,129.04,"Betong",1,"Fritt salg","Blokkleilighet",1,"2893.1",0,0,0,0,0,0,17,1619,"0.0","1619.0","0.0",0,1,5,72,2,1,2,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-09 01:00:00,"4601/87/60/5",4601,87,60,"5",20790415,"Apeltunlien 26","apeltunlien",26,NA,NA,"5238","Boligblokker",1552348,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",7,4830269,11.08,c(-32758.95, 6723271.4)
"197",3125000,1930.2038295244,16,2004,5,"C","Red",1,129.04,"Betong",1,"Fritt salg","Blokkleilighet",1,"2893.1",0,0,0,0,0,0,17,1619,"0.0","1619.0","0.0",0,2,4,73,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-08 02:00:00,"4601/87/60/11",4601,87,60,"11",20790415,"Apeltunlien 26","apeltunlien",26,NA,NA,"5238","Boligblokker",2559402,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",7,4830262,11.08,c(-32758.95, 6723271.4)
"198",2970000,1834.46571957999,16,2004,5,"C","Red",1,129.04,"Betong",1,"Fritt salg","Uoppgitt",1,"2893.1",0,0,0,0,0,0,17,1619,"0.0","1619.0","0.0",0,1,3,72,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-26 01:00:00,"4601/87/60/3",4601,87,60,"3",20790415,"Apeltunlien 26","apeltunlien",26,NA,NA,"5238","Boligblokker",2274246,"Stort frittliggende boligbygg på 3 og 4 etg.","Uoppgitt","Bolig",6,4830271,11.08,c(-32758.95, 6723271.4)
"199",3200000,21768.7074829932,16,2004,5,"C","Orange",2,145.8,"Tre",4,"Fritt salg","Tomannsbolig",1,"9272.1",1,0,0,0,0,0,1,147,"0.0","147.0","0.0",0,1,1,147,7,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-07 01:00:00,"4627/14/414/12",4627,14,414,"12",22991140,"Peragjerdet 68","peragjerdet",68,NA,"H0101","5308","Småhus",2084317,"Tomannsbolig, vertikaldelt","Bolig","Bolig",6,144250,8.62,c(-39017.48, 6739369.47)
"200",4000000,17699.1150442478,9,2013,5,"C","Orange",2,133.29,"Tre",4,"Fritt salg","Tomannsbolig",1,"759.5",0,0,0,0,0,0,2,226,"0.0","226.0","98.0",0,1,1,140,5,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-08 02:00:00,"4601/182/683/2",4601,182,683,"2",23658674,"Langtovegen 24","langtovegen",24,NA,"H0101","5137","Småhus",863678,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig",4,4836560,10.84,c(-33078.49, 6745114.91)
"201",2930000,3825.06527415144,31,1988,3,"E","Red",1,255.73,"Tre",4,"Fritt salg","Uoppgitt",3,"268.0",0,0,0,0,0,0,7,766,"0.0","766.0","260.0",0,2,4,95,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-16 02:00:00,"4627/9/280/7",4627,9,280,"7",9815139,"Kleppegrend 20","kleppegrend",20,NA,"H0102","5308","Småhus",824688,"Rekkehus","Bolig","Bolig",20,94849,7.96,c(-38415.61, 6739072.09)
"202",2680000,3498.69451697128,33,1988,3,"E","Red",1,255.73,"Tre",4,"Fritt salg","Rekkehus/kjede",3,"268.0",0,0,0,0,0,0,7,766,"0.0","766.0","260.0",0,2,1,90,4,2,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-08 02:00:00,"4627/9/280/4",4627,9,280,"4",9815139,"Kleppegrend 20","kleppegrend",20,NA,"H0102","5308","Småhus",679010,"Rekkehus","Bolig","Bolig",23,94849,7.96,c(-38415.61, 6739072.09)
"203",5700000,16964.2857142857,83,1937,1,"G","Orange",2,599.17,"Tre",4,"Fritt salg","Blokkleilighet",1,"488.0",0,0,0,0,0,0,3,336,"0.0","336.0","0.0",0,2,1,93,5,1,0,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-10 02:00:00,"4601/168/908/3",4601,168,908,"3",139332504,"Munkebotn 43","munkebotn",43,NA,"U0101","5036","Småhus",2849530,"Andre småhus m/3 boliger el fl","Bolig","Bolig",15,4874435,2.83,c(-31975.2, 6737155.71)
"204",2490000,7410.71428571429,82,1937,1,"G","Orange",2,599.17,"Tre",4,"Fritt salg","Blokkleilighet",1,"488.0",0,0,0,0,0,0,3,336,"0.0","336.0","0.0",0,1,1,56,2,1,0,1,0,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-03 01:00:00,"4601/168/908/1",4601,168,908,"1",139332504,"Munkebotn 43","munkebotn",43,NA,"U0101","5036","Småhus",1447507,"Andre småhus m/3 boliger el fl","Bolig","Bolig",10,4874436,2.83,c(-31975.2, 6737155.71)
"205",4450000,31785.7142857143,8,2011,5,"C","Red",1,131.54,"Tre",4,"Fritt salg","Tomannsbolig",1,"1015.3",1,0,0,0,0,0,1,140,"0.0","140.0","0.0",0,1,1,140,5,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-07 01:00:00,"4601/27/7/1",4601,27,7,"1",25189604,"Krohnegården 12 B","krohnegården",12,"B","H0101","5146","Småhus",164344,"Tomannsbolig, vertikaldelt","Bolig","Bolig",8,4839567,2.75,c(-33419.62, 6731953.3)
"206",3000000,994.03578528827,34,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,3,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-07 01:00:00,"4601/49/295/133",4601,49,295,"133",9430601,"Vallalia 81","vallalia",67,NA,"H0301","5227","Småhus",3447040,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",9,4799373,11.58,c(-30219.37, 6722883.04)
"207",2375000,786.944996686547,34,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Annet",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,1,1,76,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-26 01:00:00,"4601/49/295/166",4601,49,295,"166",9430601,"Vallalia 81","vallaheiane",48,NA,"H0301","5227","Småhus",2272449,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",12,4799367,11.58,c(-30219.37, 6722883.04)
"208",2430000,805.168986083499,36,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,1,1,76,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-18 01:00:00,"4601/49/295/170",4601,49,295,"170",9430601,"Vallalia 81","vallaheiane",56,NA,"H0301","5227","Småhus",1315710,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",9,4799371,11.58,c(-30219.37, 6722883.04)
"209",2900000,960.901259111995,33,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,3,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-29 01:00:00,"4601/49/295/137",4601,49,295,"137",9430601,"Vallalia 81","vallalia",75,NA,"H0301","5227","Småhus",121303,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",11,4799361,11.58,c(-30219.37, 6722883.04)
"210",3200000,1060.30483764082,35,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,3,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-02 02:00:00,"4601/49/295/140",4601,49,295,"140",9430601,"Vallalia 81","vallalia",81,NA,"H0301","5227","Småhus",650888,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",10,4799358,11.58,c(-30219.37, 6722883.04)
"211",2850000,944.333996023857,33,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,3,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-23 02:00:00,"4601/49/295/134",4601,49,295,"134",9430601,"Vallalia 81","vallalia",69,NA,"H0301","5227","Småhus",851268,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",13,4844715,11.58,c(-30219.37, 6722883.04)
"212",2990000,990.722332670643,34,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,3,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-19 02:00:00,"4601/49/295/138",4601,49,295,"138",9430601,"Vallalia 81","vallalia",77,NA,"H0301","5227","Småhus",2895185,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",8,4799360,11.58,c(-30219.37, 6722883.04)
"213",2285000,757.123923127899,34,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,1,1,76,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-02 02:00:00,"4601/49/295/168",4601,49,295,"168",9430601,"Vallalia 81","vallaheiane",52,NA,"H0301","5227","Småhus",3116690,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",9,4799369,11.58,c(-30219.37, 6722883.04)
"214",3120000,1033.7972166998,35,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,3,1,108,4,1,2,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-08 02:00:00,"4601/49/295/135",4601,49,295,"135",9430601,"Vallalia 81","vallalia",71,NA,"H0301","5227","Småhus",1259592,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",4,4799363,11.58,c(-30219.37, 6722883.04)
"215",2490000,825.049701789264,35,1986,3,"E","Red",1,218.54,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,20,3018,"0.0","3018.0","0.0",0,1,1,76,2,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06 02:00:00,"4601/49/295/169",4601,49,295,"169",9430601,"Vallalia 81","vallaheiane",54,NA,"H0301","5227","Småhus",389690,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",6,4799370,11.58,c(-30219.37, 6722883.04)
"216",2100000,5965.90909090909,64,1956,2,"F","Orange",2,379.81,"Tre",4,"Fritt salg","Blokkleilighet",1,"1078.3",0,0,0,0,0,0,5,352,"0.0","352.0","0.0",0,2,2,55,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-31 02:00:00,"4601/121/76/5",4601,121,76,"5",139565452,"Krohnåsvegen 73","krohnåsvegen",73,NA,"H0202","5239","Småhus",2946188,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",14,4895117,11.04,c(-33043.26, 6723332.66)
"217",2270000,6448.86363636364,66,1956,2,"F","Orange",2,379.81,"Tre",4,"Fritt salg","Blokkleilighet",1,"1078.3",0,0,0,0,0,0,5,352,"0.0","352.0","0.0",0,2,1,55,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-28 01:00:00,"4601/121/76/4",4601,121,76,"4",139565452,"Krohnåsvegen 73","krohnåsvegen",73,NA,"H0202","5239","Småhus",229898,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",16,4895116,11.04,c(-33043.26, 6723332.66)
"218",2150000,6107.95454545455,66,1956,2,"F","Orange",2,379.81,"Tre",4,"Fritt salg","Blokkleilighet",1,"1078.3",0,0,0,0,0,0,5,352,"0.0","352.0","0.0",0,1,2,56,3,1,1,1,0,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-16 01:00:00,"4601/121/76/3",4601,121,76,"3",139565452,"Krohnåsvegen 73","krohnåsvegen",73,NA,"H0202","5239","Småhus",1431833,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig",10,4895115,11.04,c(-33043.26, 6723332.66)
"219",2550000,11086.9565217391,82,1938,1,"G","Orange",2,368.45,"Tre",4,"Fritt salg","Blokkleilighet",1,"413.3",0,0,0,0,0,0,3,230,"0.0","230.0","15.0",0,1,1,15,0,0,0,1,0,1,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-15 02:00:00,"4601/151/68/1",4601,151,68,"1",139624130,"Kringsjåveien 80","kringsjåveien",80,NA,"H0101","5163","Småhus",2594633,"Andre småhus m/3 boliger el fl","Bolig","Bolig",4,6787555,2.06,c(-34086.58, 6734194.97)
"220",2450000,946.676970633694,17,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,2588,"0.0","2588.0","0.0",0,3,2,56,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-17 02:00:00,"4601/37/294/65",4601,37,294,"65",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",2608428,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4828568,9.22,c(-35478.53, 6725774.46)
"221",3150000,1217.15610510046,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,2588,"0.0","2588.0","0.0",0,3,1,82,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-01 02:00:00,"4601/37/294/64",4601,37,294,"64",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",1222447,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",7,4828567,9.22,c(-35478.53, 6725774.46)
"222",2955000,1141.80834621329,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,2588,"0.0","2588.0","0.0",0,2,3,82,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-21 01:00:00,"4601/37/294/57",4601,37,294,"57",20773847,"Grunnane 35","grunnane",33,NA,"H0301","5251","Boligblokker",86186,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",5,4828578,9.22,c(-35478.53, 6725774.46)
"223",2510000,969.860896445131,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",2,"10305.2",1,0,0,0,0,0,24,2588,"0.0","2588.0","0.0",0,1,2,56,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-23 02:00:00,"4601/37/294/50",4601,37,294,"50",20773847,"Grunnane 35","grunnane",33,NA,"H0301","5251","Boligblokker",1030538,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",7,4828574,9.22,c(-35478.53, 6725774.46)
"224",3100000,1197.83616692427,17,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,2588,"0.0","2588.0","0.0",0,4,1,82,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-26 02:00:00,"4601/37/294/70",4601,37,294,"70",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",2926167,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",8,4828570,9.22,c(-35478.53, 6725774.46)
"225",2975000,1149.53632148377,18,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,2588,"0.0","2588.0","0.0",0,2,1,82,3,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-01 01:00:00,"4601/37/294/58",4601,37,294,"58",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",248918,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",7,4828564,9.22,c(-35478.53, 6725774.46)
"226",2300000,888.7171561051,17,2003,5,"C","Red",1,128.8,"Betong",1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,24,2588,"0.0","2588.0","0.0",0,4,2,56,2,1,1,1,1,2,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-09 01:00:00,"4601/37/294/71",4601,37,294,"71",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",1964349,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig",9,4828571,9.22,c(-35478.53, 6725774.46)
