"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"394",3750000,88,1931,1,"Orange",661.34,"Mur/tegl","Fritt salg","Blokkleilighet",1,"512.0",0,0,0,0,1,0,0,7,"517.0","0.0","517.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q3",2019-09-10,"4601/166/1002/3","4601","166","1002","3",139710339,"Leitet 1","leitet",1,NA,NA,"5018","Boligblokker",1056228,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6734131.72","-31325.23"
"395",4200000,88,1931,1,"Orange",661.34,"Mur/tegl","Uoppgitt","Blokkleilighet",1,"512.0",0,0,0,0,1,0,0,7,"517.0","0.0","517.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q4",2019-11-19,"4601/166/1002/6","4601","166","1002","6",139710339,"Leitet 1","leitet",1,NA,NA,"5018","Boligblokker",1382590,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6734131.72","-31325.23"
"396",3565000,67,1955,3,"Orange",238.23,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,1,1,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-19,"4601/160/162/1","4601","160","162","1",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,"A",NA,"5093","Boligblokker",1180274,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"398",3650000,66,1955,3,"Orange",238.23,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,3,1,"80.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-30,"4601/160/162/11","4601","160","162","11",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,NA,NA,"5093","Boligblokker",933762,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"399",3100000,64,1955,3,"Orange",238.23,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,2,1,"78.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-25,"4601/160/162/7","4601","160","162","7",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,NA,NA,"5093","Boligblokker",473249,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"401",3475000,67,1955,3,"Orange",238.23,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,3,2,"67.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-20,"4601/160/162/10","4601","160","162","10",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,"A",NA,"5093","Boligblokker",1051001,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"402",3150000,67,1955,3,"Orange",238.23,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,1,1,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-11,"4601/160/162/3","4601","160","162","3",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,NA,NA,"5093","Boligblokker",278253,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"403",2950000,65,1955,3,"Orange",238.23,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,1,1,"45.0",2,1,1,1,0,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-02,"4601/160/162/14","4601","160","162","14",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,NA,NA,"5093","Boligblokker",3266372,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"405",3650000,14,2006,5,"Orange",162.94,"Tre","Fritt salg","Annet",1,"797.7",0,0,0,0,0,0,0,1,"102.0","0.0","102.0","0.0",0,1,1,"102.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-07,"4601/39/404/2","4601","39","404","2",23645920,"Steinsvikvegen 123","steinsvikvegen",123,NA,"H0101","5251","Småhus",2428001,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6724887.32","-34772.15"
"407",3275000,64,1956,3,"Yellow",234.99,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1151.5",0,0,0,0,0,0,0,8,"718.0","0.0","718.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-06,"4601/161/125/6","4601","161","125","6",139241827,"Bekkeveien 11","bekkeveien",11,NA,NA,"5096","Boligblokker",2701890,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6731208.59","-30081.03"
"409",2800000,63,1956,3,"Yellow",234.99,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1151.5",0,0,0,0,0,0,0,8,"718.0","0.0","718.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-21,"4601/161/125/4","4601","161","125","4",139241827,"Bekkeveien 11","bekkeveien",11,NA,NA,"5096","Boligblokker",576185,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6731208.59","-30081.03"
"410",2600000,66,1956,3,"Yellow",234.99,"Mur/tegl","Fritt salg","Blokkleilighet",1,"1151.5",0,0,0,0,0,0,0,8,"718.0","0.0","718.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Loft","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-14,"4601/161/125/8","4601","161","125","8",139241827,"Bekkeveien 11","bekkeveien",11,NA,NA,"5096","Boligblokker",54542,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6731208.59","-30081.03"
"411",3445000,29,1991,4,"Red",173.18,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,6,1,"139.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-03,"4601/11/676/76","4601","11","676","76",9486577,"Nordre Nattlandsfjellet 106","nattlandsrinden",104,NA,"H0303","5098","Boligblokker",2304671,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"412",2900000,28,1991,4,"Red",173.18,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,4,2,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-19,"4601/11/676/54","4601","11","676","54",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1528510,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"413",3050000,29,1991,4,"Red",173.18,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,1,4,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-21,"4601/11/676/14","4601","11","676","14",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",3053617,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"414",3300000,31,1991,4,"Red",173.18,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,1,2,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-01,"4601/11/676/12","4601","11","676","12",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",589068,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"416",2475000,28,1991,4,"Red",173.18,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,1,3,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-02,"4601/11/676/13","4601","11","676","13",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1016156,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"418",2800000,30,1991,4,"Red",173.18,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,3,2,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-30,"4601/11/676/40","4601","11","676","40",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1507161,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"419",2600000,28,1991,4,"Red",173.18,"Betong","Fritt salg","Frittliggende enebolig",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,4,1,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-02,"4601/11/676/53","4601","11","676","53",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1443062,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"420",6050000,37,1982,3,"Orange",276.3,"Tre","Fritt salg","Frittliggende enebolig",1,"429.0",0,0,0,0,0,0,0,1,"150.0","0.0","150.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q3",2019-07-09,"4601/54/62/NA","4601","54","62","NA",172953409,"Bjøllebotn 193","bjøllebotn",193,NA,"H0101","5226","Småhus",796147,"Kjede/atriumhus","Bolig","Bolig","6724546.55","-29979.39"
"422",2930000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,7,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-08,"4601/38/351/38","4601","38","351","38",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1109230,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"424",1400000,32,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,10,"27.0",1,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-08,"4601/38/351/21","4601","38","351","21",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",264018,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"426",2500000,29,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,2,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-06,"4601/38/351/43","4601","38","351","43",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1472571,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"427",2600000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,3,"70.0",3,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-23,"4601/38/351/51","4601","38","351","51",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1185391,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"428",2235000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,1,5,"61.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-12,"4601/38/351/11","4601","38","351","11",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1272989,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"429",2600000,30,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,1,12,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-13,"4601/38/351/4","4601","38","351","4",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",3168902,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"430",2100000,30,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,2,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-05,"4601/38/351/29","4601","38","351","29",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",2069689,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"431",2070000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,9,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-08,"4601/38/351/22","4601","38","351","22",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",846276,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"432",2150000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,11,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-18,"4601/38/351/34","4601","38","351","34",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1011818,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"433",2250000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,9,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-16,"4601/38/351/45","4601","38","351","45",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",194556,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"434",2450000,30,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,5,4,"70.0",3,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-15,"4601/38/351/58","4601","38","351","58",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",3182471,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"435",2150000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,2,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-17,"4601/38/351/52","4601","38","351","52",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1155413,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"436",2300000,32,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,6,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-30,"4601/38/351/25","4601","38","351","25",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",715545,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"437",2410000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,14,"67.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-02,"4601/38/351/31","4601","38","351","31",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1084197,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"438",2150000,31,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,4,8,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-13,"4601/38/351/46","4601","38","351","46",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1280188,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"439",2355000,30,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,1,6,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-10,"4601/38/351/10","4601","38","351","10",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",2851455,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"440",2160000,30,1990,3,"Red",194.6,"Betong","Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,2,11,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-03,"4601/38/351/20","4601","38","351","20",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",3432779,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"441",5350000,36,1986,4,"Orange",229.67,"Tre","Fritt salg","Rekkehus/kjede",1,"212.6",0,0,0,0,0,0,0,1,"132.0","0.0","132.0","0.0",0,1,1,"128.0",4,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-06-22,"4601/185/572/NA","4601","185","572","NA",139879244,"Morvikbotn 80","morvikbotn",80,NA,"H0101","5122","Småhus",675669,"Rekkehus","Bolig","Bolig","6742958.0","-33186.97"
"443",5620000,58,1962,3,"Yellow",245.87,"Tre","Fritt salg","Frittliggende enebolig",2,"847.2",0,0,0,0,0,0,0,1,"87.0","0.0","87.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-23,"4601/48/55/NA","4601","48","55","NA",139504577,"Nedre Smøråsvegen 43","nedre smøråsvegen",43,NA,"H0101","5238","Småhus",3223462,"Enebolig","Bolig","Bolig","6723649.78","-31920.37"
"444",2355000,13,2006,4,"Red",171.3,"Betong","Fritt salg","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,9,"578.0","0.0","578.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-28,"4601/164/445/3","4601","164","445","3",139277465,"Olaf Ryes vei 11 B","olaf ryes vei",11,"B",NA,"5007","Boligblokker",248220,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"445",3300000,15,2006,4,"Red",171.3,"Betong","Fritt salg","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,9,"578.0","0.0","578.0","0.0",1,4,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-04,"4601/164/445/25","4601","164","445","25",139277465,"Olaf Ryes vei 11 B","olaf ryes vei",11,"B",NA,"5007","Boligblokker",949715,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"449",3800000,15,2006,4,"Red",171.3,"Betong","Fritt salg","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,9,"578.0","0.0","578.0","0.0",1,5,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-16,"4601/164/445/32","4601","164","445","32",139277465,"Olaf Ryes vei 11 B","olaf ryes vei",11,"B",NA,"5007","Boligblokker",726131,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"451",2100000,16,2006,4,"Red",171.3,"Betong","Gave","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,9,"578.0","0.0","578.0","0.0",1,4,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-23,"4601/164/445/24","4601","164","445","24",139277465,"Olaf Ryes vei 11 B","olaf ryes vei",11,"B",NA,"5007","Boligblokker",1331526,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"453",2950000,15,2006,4,"Red",171.3,"Betong","Fritt salg","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,9,"578.0","0.0","578.0","0.0",1,2,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-12,"4601/164/445/9","4601","164","445","9",139277465,"Olaf Ryes vei 11 B","olaf ryes vei",11,"B",NA,"5007","Boligblokker",856241,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"454",2e+06,47,1973,2,"Orange",443.89,"Tre","Fritt salg","Frittliggende enebolig",1,"743.1",0,0,0,0,0,0,0,1,"46.0","0.0","46.0","0.0",0,1,1,"53.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",1,"Offentlig kloakk",2020,"2020Q3",2020-07-30,"4601/170/82/NA","4601","170","82","NA",139638492,"Høgstølen 32","høgstølen",32,NA,"H0101","5111","Småhus",2808158,"Enebolig","Bolig","Bolig","6744165.49","-26363.65"
"455",2100000,46,1974,2,"Orange",341.12,"Tre","Fritt salg","Frittliggende enebolig",1,"1030.4",0,0,0,0,0,0,0,1,"178.0","0.0","178.0","0.0",0,1,1,"178.0",0,0,0,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q1",2020-02-06,"4632/149/45/NA","4632","149","45","NA",176485795,"Åråshøgda 5","åråshøgda",5,NA,"H0101","5943","Småhus",2078057,"Enebolig","Bolig","Bolig","6780467.51","-47119.66"
"457",4800000,13,2006,6,"Yellow",116.11,"Tre","Fritt salg","Frittliggende enebolig",1,"821.7",0,0,0,0,0,0,0,1,"193.0","0.0","193.0","0.0",0,1,1,"193.0",5,2,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q1",2019-01-21,"4601/198/83/NA","4601","198","83","NA",23610469,"SØRE TUFT 12","søre tuft",12,NA,"H0101","5109","Småhus",84684,"Enebolig","Bolig","Bolig","6746538.65","-28652.55"
