"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest","Andelsnummer","InternIdBruksenhet"
"1187",3625000,29,1992,2,"F","Orange",2,207.1,"Tre",4,"Fritt salg","Blokkleilighet",1,"4766.9",0,0,0,0,0,0,16,"1490.0","0.0","1490.0","0.0",0,2,1,"100.0",5,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-09,"4601/20/1420/16",4601,20,1420,"16",9534938,"Bråtet 245A","bråtet",245,"B",NA,"5154","Boligblokker",405369,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6728350.02","-34271.15",6,4815700
"1189",3200000,29,1992,2,"F","Orange",2,207.1,"Tre",4,"Fritt salg","Blokkleilighet",1,"4766.9",0,0,0,0,0,0,16,"1490.0","0.0","1490.0","0.0",0,1,1,"85.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-07,"4601/20/1420/6",4601,20,1420,"6",9534938,"Bråtet 245A","bråtet",249,"A",NA,"5154","Boligblokker",839999,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6728350.02","-34271.15",3,4815709
"1191",3250000,3,2018,6,"B","Red",1,106.82,"Betong",1,"Fritt salg","Blokkleilighet",1,"3919.2",1,0,0,0,0,0,11,"1134.0","0.0","1134.0","490.0",0,1,1,"69.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-05,"4601/82/225/4",4601,82,225,"4",300269924,"Hamrevegen 25 F","hamrevegen",25,"F","H0301","5229","Boligblokker",10733,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722232.8","-30168.35",6,6114770
"1209",4250000,131,1890,2,"F","Red",1,264.65,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"197.6",0,0,0,0,0,0,11,"822.0","0.0","822.0","0.0",1,1,2,"49.0",2,1,1,1,0,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-29,"4601/164/293/10",4601,164,293,"10",139276493,"Welhavens gate 62","welhavens gate",62,NA,"H0401","5006","Boligblokker",1207267,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733470.41","-32129.49",7,4857407
"1217",2510000,118,1903,1,"G","Orange",2,424.39,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"144.2",0,0,0,0,1,0,7,"523.0","0.0","523.0","0.0",0,2,2,"38.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-25,"4601/167/730/4",4601,167,730,"4",139315839,"Baglergaten 6","baglergaten",6,NA,"H0401","5032","Boligblokker",1487816,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735265.01","-31845.3",5,4870105
"1227",2425000,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,9,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-14,"4626/35/388/42",4626,35,388,"42",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",871201,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13",4,6757755
"1230",2580000,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,6,"54.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-14,"4626/35/388/38",4626,35,388,"38",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",1570194,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13",3,6757736
"1236",3760000,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,3,"74.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-06,"4626/35/388/52",4626,35,388,"52",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",1530322,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13",4,6757761
"1237",2530000,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Uoppgitt",1,"12765.7",1,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,1,"75.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-17,"4626/35/388/8",4626,35,388,"8",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"C","H0309","5353","Boligblokker",730739,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13",3,6757726
"1238",3580000,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,3,4,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-27,"4626/35/388/80",4626,35,388,"80",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"C","H0309","5353","Boligblokker",108509,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13",4,6757795
"1243",3375000,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,4,"82.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-15,"4626/35/388/31",4626,35,388,"31",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"C","H0309","5353","Boligblokker",307984,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13",3,6757743
"1250",2800000,4,2017,6,"B","Lightgreen",4,84.24,"Betong",1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,1,"64.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-01,"4626/35/388/39",4626,35,388,"39",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",1077341,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13",3,6757735
"1265",3440000,3,2018,5,"C","Green",5,114.18,"Betong",1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,3,7,"58.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-05,"4601/123/609/15",4601,123,609,"15",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",530771,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18",4,6595475
"1270",1e+07,12,2009,5,"C","Green",5,118.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,15,"5131.0","0.0","5131.0","1.0",0,2,1,"160.0",4,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-04,"4601/163/485/14",4601,163,485,"14",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1230729,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732342.1","-30269.32",4,4839811
"1271",9600000,12,2009,5,"C","Green",5,118.26,"Betong",1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,15,"5131.0","0.0","5131.0","1.0",0,1,9,"173.0",5,3,3,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-02,"4601/163/485/9",4601,163,485,"9",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1084829,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732342.1","-30269.32",4,4839806
"1279",3185000,35,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,2,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-02,"4601/49/295/96",4601,49,295,"96",9432655,"Vallalia 125","vallalia",131,NA,"H0201","5227","Småhus",1372659,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37",8,4799814
"1281",2650000,35,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,2,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-16,"4601/49/295/111",4601,49,295,"111",9432655,"Vallalia 125","vallalia",101,NA,"H0201","5227","Småhus",1585433,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37",4,4799799
"1282",2925000,35,1986,4,"D","Yellow",3,201.39,"Betong",1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06,"4601/49/295/68",4601,49,295,"68",9432655,"Vallalia 125","vallalia",151,NA,"H0201","5227","Småhus",388506,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37",5,4799784
"1295",4200000,7,2014,5,"C","Red",1,109.14,"Tre",4,"Fritt salg","Blokkleilighet",1,"9427.9",1,0,0,0,0,0,18,"1770.0","0.0","1770.0","890.0",0,3,4,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-09,"4601/42/710/33",4601,42,710,"33",300343676,"Sundts veg 11 F","sundts veg",11,"A","H0101","5221","Boligblokker",966409,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725871.59","-32144.06",11,6243363
"1296",3905000,7,2014,5,"C","Red",1,109.14,"Tre",4,"Fritt salg","Blokkleilighet",1,"9427.9",1,0,0,0,0,0,18,"1770.0","0.0","1770.0","890.0",0,2,4,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-16,"4601/42/710/27",4601,42,710,"27",300343676,"Sundts veg 11 F","sundts veg",11,"A","H0101","5221","Boligblokker",726154,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725871.59","-32144.06",4,6243369
"1297",3810000,7,2014,5,"C","Red",1,109.14,"Tre",4,"Fritt salg","Blokkleilighet",1,"9427.9",1,0,0,0,0,0,18,"1770.0","0.0","1770.0","890.0",0,2,1,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-18,"4601/42/710/30",4601,42,710,"30",300343676,"Sundts veg 11 F","sundts veg",11,"A","H0101","5221","Boligblokker",332150,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725871.59","-32144.06",3,6243372
"1305",6300000,28,1993,2,"F","Orange",2,192.1,"Betong",1,"Fritt salg","Blokkleilighet",1,"3628.7",1,0,0,0,0,0,6,"537.0","0.0","537.0","0.0",0,3,1,"114.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-04,"4601/161/1285/17",4601,161,1285,"17",9522212,"Landåsveien 62 E","landåsveien",62,"E","H0301","5097","Boligblokker",525698,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6730541.12","-29752.47",7,4813784
"1317",4550000,162,1859,2,"F","Red",1,258.55,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"193.2",0,0,0,0,0,0,6,"466.0","0.0","466.0","142.0",0,1,1,"75.0",3,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-03,"4601/164/666/1",4601,164,666,"1",139279301,"Fosswinckels gate 47","fosswinckels gate",47,NA,"H0202","5008","Boligblokker",513106,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733611.36","-31878.56",4,4858942
"1321",5250000,8,2013,5,"C","Red",1,120.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"2086.7",0,0,0,0,0,0,14,"2056.0","0.0","2056.0","693.0",0,2,3,"100.0",4,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-12,"4601/87/178/12",4601,87,178,"12",300236742,"Apeltunhaugene 195","apeltunhaugene",193,NA,"H0103","5238","Boligblokker",415725,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722804.27","-32897.34",8,6057217
"1323",2750000,8,2013,5,"C","Red",1,120.59,"Betong",1,"Fritt salg","Blokkleilighet",1,"2086.7",0,0,0,0,0,0,14,"2056.0","0.0","2056.0","693.0",0,1,2,"54.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-16,"4601/87/178/5",4601,87,178,"5",300236742,"Apeltunhaugene 195","apeltunhaugene",193,NA,"H0103","5238","Boligblokker",727293,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722804.27","-32897.34",4,6057179
"1331",3400000,95,1926,1,"G","Orange",2,486.29,"Tre",4,"Fritt salg","Blokkleilighet",1,"455.2",0,0,0,0,0,0,3,"255.0","0.0","255.0","88.0",0,1,1,"73.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-16,"4601/162/1168/3",4601,162,1168,"3",139267141,"Nansens vei 17","nansens vei",17,NA,"H0101","5063","Småhus",999593,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6731085.75","-30520.43",13,4854872
"1333",4990000,95,1926,1,"G","Orange",2,486.29,"Tre",4,"Fritt salg","Blokkleilighet",1,"455.2",0,0,0,0,0,0,3,"255.0","0.0","255.0","88.0",0,2,1,"101.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-17,"4601/162/1168/2",4601,162,1168,"2",139267141,"Nansens vei 17","nansens vei",17,NA,"H0101","5063","Småhus",1294904,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6731085.75","-30520.43",8,4854873
"1339",2800000,12,2009,6,"B","Red",1,129.5,"Tre",4,"Fritt salg","Blokkleilighet",1,"5453.1",1,0,0,0,0,0,4,"326.0","0.0","326.0","0.0",0,1,1,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-24,"4627/15/121/3",4627,15,121,"3",300030974,"Kikhaugen 7 C","kikhaugen",7,"D","H0101","5310","Småhus",352803,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6741259.51","-39532.97",5,4728396
"1341",2700000,83,1938,1,"G","Orange",2,410.82,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"340.8",0,0,0,0,0,0,4,"241.0","0.0","241.0","0.0",0,1,1,"42.0",2,1,1,1,0,"Underetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q4",2021-11-08,"4601/168/670/1",4601,168,670,"1",139710800,"Heien 15","heien",15,NA,"U0101","5037","Boligblokker",1401326,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736051.51","-31467.32",6,4910362
"1348",2975000,14,2007,5,"C","Red",1,122.96,"Betong",1,"Fritt salg","Blokkleilighet",1,"1477.5",0,0,0,0,0,0,35,"4055.0","0.0","4055.0","0.0",0,4,3,"87.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-29,"4627/6/118/23",4627,6,118,"23",13595240,"Sjødalsvegen 30","sjødalsvegen",30,NA,"H0405","5305","Boligblokker",502714,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737532.61","-35948.79",12,103650
"1351",4e+06,14,2007,5,"C","Red",1,122.96,"Betong",1,"Fritt salg","Blokkleilighet",2,"1477.5",0,0,0,0,0,0,35,"4055.0","0.0","4055.0","0.0",0,3,7,"100.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-05,"4627/6/118/12",4627,6,118,"12",13595240,"Sjødalsvegen 30","sjødalsvegen",30,NA,"H0405","5305","Boligblokker",152388,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737532.61","-35948.79",79,0
"1354",1e+07,6,2015,4,"D","Red",1,123.3,"Tre",4,"Fritt salg","Blokkleilighet",1,"6210.0",1,0,0,1,0,0,5,"644.0","0.0","644.0","295.0",0,3,1,"158.0",5,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-07,"4601/129/19/28",4601,129,19,"28",300318351,"Håkonshellaveien 227 A","håkonshellaveien",227,"A","H0301","5174","Boligblokker",671798,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6730288.7","-40499.07",4,6489251
"1355",5500000,131,1890,1,"G","Red",1,458.37,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"290.8",0,0,0,0,0,0,7,"606.0","0.0","606.0","0.0",1,2,1,"79.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-06,"4601/164/685/5",4601,164,685,"5",139279484,"Allégaten 3","allégaten",3,NA,"L0102","5007","Boligblokker",16903,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733759.76","-32039.27",10,4859043
"1369",3990000,32,1989,4,"D","Red",1,169.27,"Betong",1,"Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,3,6,"120.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-07-05,"4624/24/164/13",4624,24,164,"13",16458279,"Nedre Askvik 50 H","nedre askvik",50,"R","H0202","5217","Boligblokker",822953,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24",11,2351442
"1370",2600000,32,1989,4,"D","Red",1,169.27,"Betong",1,"Fritt salg","Frittliggende enebolig",1,"571.8",0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,3,4,"86.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-21,"4624/24/164/11",4624,24,164,"11",16458279,"Nedre Askvik 50 H","nedre askvik",50,"P","H0202","5217","Boligblokker",1604333,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24",7,2351447
"1373",1975000,32,1989,4,"D","Red",1,169.27,"Betong",1,"Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,1,1,"53.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-07,"4624/24/164/16",4624,24,164,"16",16458279,"Nedre Askvik 50 H","nedre askvik",50,"C","H0202","5217","Boligblokker",1104217,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24",11,2351451
"1380",2570000,4,2017,5,"C","Red",1,113.87,"Tre",4,"Fritt salg","Blokkleilighet",1,"2350.0",0,0,0,0,0,0,8,"566.0","0.0","566.0","398.0",0,1,4,"79.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-18,"4626/1/121/1",4626,1,121,"1",300625792,"Stemmegardshaugane 8 G","stemmegardshaugane",8,"D","H0203","5382","Boligblokker",330006,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723608.11","-48176.2",5,6785947
"1382",2290000,4,2017,5,"C","Red",1,113.87,"Tre",4,"Fritt salg","Blokkleilighet",1,"2350.0",0,0,0,0,0,0,8,"566.0","0.0","566.0","398.0",0,1,1,"80.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-22,"4626/1/121/4",4626,1,121,"4",300625792,"Stemmegardshaugane 8 G","stemmegardshaugane",8,"A","H0203","5382","Boligblokker",341341,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723608.11","-48176.2",4,6785944
"1392",3675000,3,2018,5,"C","Red",1,110.67,"Tre",4,"Fritt salg","Blokkleilighet",1,"3327.1",1,0,0,0,0,0,8,"676.0","0.0","676.0","196.0",0,3,1,"99.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-06,"4627/12/1792/13",4627,12,1792,"13",300591587,"Skiftesvikvegen 41 C","skiftesvikvegen",41,"F","H0201","5303","Boligblokker",1532524,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736972.83","-39700.28",3,6717151
"1394",4100000,3,2018,5,"C","Red",1,110.67,"Tre",4,"Fritt salg","Uoppgitt",1,"3327.1",1,0,0,0,0,0,8,"676.0","0.0","676.0","196.0",0,4,1,"99.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-24,"4627/12/1792/15",4627,12,1792,"15",300591587,"Skiftesvikvegen 41 C","skiftesvikvegen",41,"H","H0201","5303","Boligblokker",1482623,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736972.83","-39700.28",3,6717153
"1401",3790000,11,2010,3,"E","Green",5,170.78,"Tre",4,"Fritt salg","Blokkleilighet",1,"11496.2",1,0,0,0,0,0,8,"716.0","0.0","716.0","687.0",0,2,1,"84.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-15,"4601/119/625/2",4601,119,625,"2",25603176,"Råvarden 197","råvarden",199,NA,"H0101","5239","Boligblokker",1290350,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6722625.17","-33836.59",3,4840528
"1402",4100000,11,2010,3,"E","Green",5,170.78,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"11496.2",1,0,0,0,0,0,8,"716.0","0.0","716.0","687.0",0,1,1,"90.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-26,"4601/119/625/3",4601,119,625,"3",25603176,"Råvarden 197","råvarden",195,NA,"H0101","5239","Boligblokker",1495148,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6722625.17","-33836.59",4,4840527
"1405",3800000,11,2010,3,"E","Green",5,170.78,"Tre",4,"Fritt salg","Blokkleilighet",1,"11496.2",1,0,0,0,0,0,8,"716.0","0.0","716.0","687.0",0,1,1,"90.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-11-16,"4601/119/625/6",4601,119,625,"6",25603176,"Råvarden 197","råvarden",189,NA,"H0101","5239","Boligblokker",1443496,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6722625.17","-33836.59",6,5982607
"1412",3700000,13,2008,4,"D","Red",1,134.75,"Betong",1,"Fritt salg","Blokkleilighet",1,"5671.5",1,0,0,0,0,0,20,"1985.0","0.0","1985.0","0.0",0,1,1,"98.0",3,2,2,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-02,"4601/10/818/24",4601,10,818,"24",25178416,"Øvre Sædalsvegen 14","øvre sædalsvegen",14,"A","H0303","5099","Boligblokker",133947,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6728316.05","-29694.38",6,4838994
"1413",2240000,131,1890,2,"F","Red",1,345.4,"Tre",4,"Fritt salg","Blokkleilighet",1,"79.6",0,0,0,0,0,0,4,"212.0","0.0","212.0","0.0",0,1,1,"0.0",2,1,1,1,0,"Kjelleretasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-19,"4601/167/1118/1",4601,167,1118,"1",139319257,"Tordenskjolds gate 41","tordenskjolds gate",41,NA,"H0101","5031","Småhus",1018036,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6735106.18","-31668.62",6,4870935
