"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"2556",3890000,5,2017,6,"B",4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,3,"101.0",3,1,2,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-16,"4626/35/388/35","4626","35","388","35",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",184342,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2557",3350000,5,2017,6,"B",4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,4,"66.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-20,"4626/35/388/24","4626","35","388","24",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"A","H0309","5353","Boligblokker",664806,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2559",3800000,5,2017,6,"B",4,84.24,1,"Fritt salg","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,1,2,"74.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-16,"4626/35/388/51","4626","35","388","51",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",896766,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2560",1680000,5,2017,6,"B",4,84.24,1,"Annet","Blokkleilighet",1,"12765.7",1,0,0,0,0,0,0,86,"16220.0","0.0","16220.0","2603.0",0,2,4,"74.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-10,"4626/35/388/16","4626","35","388","16",300612385,"Straumsfjellvegen 5 D","straumsfjellvegen",5,"D","H0309","5353","Boligblokker",272330,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732310.23","-43216.13"
"2564",2650000,11,2011,6,"B",1,129.96,4,"Fritt salg","Annet",1,"9203.5",1,0,0,0,0,0,0,2,"184.0","0.0","184.0","90.0",0,1,1,"75.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q3",2022-08-30,"4626/27/614/13","4626","27","614","13",300121503,"Valderhaug 75 B","valderhaug",75,"A","H0201","5363","Småhus",955391,"Rekkehus","Bolig","Bolig","6738327.15","-49934.9"
"2596",3390000,4,2018,5,"C",5,114.18,1,"Fritt salg","Blokkleilighet",1,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,4,2,"58.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-19,"4601/123/609/28","4601","123","609","28",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",915934,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2598",3625000,4,2018,5,"C",5,114.18,1,"Fritt salg","Blokkleilighet",2,"1178.3",1,0,0,0,0,0,0,40,"4004.0","0.0","4004.0","700.0",0,6,3,"58.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-04,"4601/123/609/38","4601","123","609","38",300533265,"Søndre Lyderhornslien 62","søndre lyderhornslien",62,NA,"H0404","5171","Boligblokker",369592,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732612.53","-37236.18"
"2608",2600000,7,2015,6,"B",1,112.69,4,"Fritt salg","Blokkleilighet",1,"2439.5",0,0,0,0,0,0,0,4,"304.0","0.0","304.0","184.0",0,1,1,"75.0",3,1,1,1,0,"Underetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2022,"2022Q2",2022-06-09,"4624/72/36/5","4624","72","36","5",300407868,"Eidsvegen 67 A","eidsvegen",67,"B","H0101","5211","Småhus",619822,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6713301.49","-23447.52"
"2613",10250000,13,2009,5,"C",5,118.26,1,"Fritt salg","Blokkleilighet",1,"2955.4",1,0,0,0,0,0,0,15,"5131.0","0.0","5131.0","1.0",0,1,2,"168.0",4,2,3,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-16,"4601/163/485/2","4601","163","485","2",25595661,"Ulriksdal 1","ulriksdal",1,NA,"H0106","5009","Boligblokker",1433775,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732342.1","-30269.32"
"2622",2500000,59,1963,1,"G",2,322.18,1,"Fritt salg","Blokkleilighet",1,"492.1",0,0,0,0,0,0,0,4,"469.0","0.0","469.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-24,"4601/157/126/7","4601","157","126","7",139637488,"Nylundsveien 37","nylundsveien",37,NA,"H0202","5162","Boligblokker",1202192,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733363.56","-32961.15"
"2631",3030000,36,1986,4,"D",3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,2,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-28,"4601/49/295/109","4601","49","295","109",9432655,"Vallalia 125","vallalia",105,NA,"H0201","5227","Småhus",111497,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2637",3125000,36,1986,4,"D",3,201.39,1,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-19,"4601/49/295/79","4601","49","295","79",9432655,"Vallalia 125","vallalia",173,NA,"H0201","5227","Småhus",73763,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2648",3430000,36,1986,4,"D",3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,2,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-07,"4601/49/295/103","4601","49","295","103",9432655,"Vallalia 125","vallalia",117,NA,"H0201","5227","Småhus",605837,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2652",3150000,36,1986,4,"D",3,201.39,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,54,"8676.0","0.0","8676.0","0.0",0,5,1,"108.0",4,1,2,0,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-03,"4601/49/295/74","4601","49","295","74",9432655,"Vallalia 125","vallalia",163,NA,"H0201","5227","Småhus",245370,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"2673",4050000,33,1989,3,"E",2,216.7,4,"Fritt salg","Rekkehus/kjede",1,"4241.9",1,0,0,0,0,0,0,6,"817.0","0.0","817.0","0.0",0,2,1,"120.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-20,"4601/29/426/30","4601","29","426","30",9472274,"Bjørgebrekken 50","bjørgebrekken",50,NA,"H0201","5141","Småhus",804708,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6728852.76","-37181.87"
"2675",3550000,33,1989,3,"E",2,216.7,4,"Fritt salg","Blokkleilighet",1,"4241.9",1,0,0,0,0,0,0,6,"817.0","0.0","817.0","0.0",0,2,1,"124.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-18,"4601/29/426/28","4601","29","426","28",9472274,"Bjørgebrekken 50","bjørgebrekken",44,NA,"H0201","5141","Småhus",64036,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6728852.76","-37181.87"
"2676",3670000,29,1993,2,"F",2,192.1,1,"Fritt salg","Blokkleilighet",1,"3628.7",1,0,0,0,0,0,0,6,"537.0","0.0","537.0","0.0",0,2,1,"83.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-23,"4601/161/1285/12","4601","161","1285","12",9522212,"Landåsveien 62 E","landåsveien",62,"D","H0301","5097","Boligblokker",1459952,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6730541.12","-29752.47"
"2711",4675000,163,1859,2,"F",1,258.55,2,"Fritt salg","Blokkleilighet",1,"193.2",0,0,0,0,0,0,0,6,"466.0","0.0","466.0","142.0",0,3,2,"55.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-23,"4601/164/666/5","4601","164","666","5",139279301,"Fosswinckels gate 47","fosswinckels gate",47,NA,"H0202","5008","Boligblokker",552887,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733611.36","-31878.56"
"2717",4950000,9,2013,5,"C",1,120.59,1,"Fritt salg","Blokkleilighet",1,"2086.7",0,0,0,0,0,0,0,14,"2056.0","0.0","2056.0","693.0",0,2,1,"100.0",4,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-13,"4601/87/178/7","4601","87","178","7",300236742,"Apeltunhaugene 195","apeltunhaugene",195,NA,"H0103","5238","Boligblokker",281922,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722804.27","-32897.34"
"2722",3550000,3,2019,5,"C",1,123.93,4,"Fritt salg","Annet",1,"1453.2",1,0,0,0,0,0,0,4,"312.0","0.0","312.0","171.0",0,1,2,"78.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-02,"4631/137/817/5","4631","137","817","5",300727358,"Kubbaleitet 67 B","kubbaleitet",67,"D","H0202","5916","Boligblokker",465020,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6752913.45","-32737.13"
"2758",3250000,15,2007,5,"C",1,122.96,1,"Fritt salg","Blokkleilighet",2,"1477.5",0,0,0,0,0,0,0,35,"4055.0","0.0","4055.0","0.0",0,5,3,"87.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-13,"4627/6/118/30","4627","6","118","30",13595240,"Sjødalsvegen 30","sjødalsvegen",30,NA,"H0405","5305","Boligblokker",47665,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737532.61","-35948.79"
"2799",1950000,12,2010,5,"C",1,144.82,4,"Fritt salg","Annet",1,"3806.2",0,0,0,0,0,0,0,6,"462.0","0.0","462.0","240.0",0,1,3,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-18,"4626/114/245/1","4626","114","245","1",300038907,"Kleppasjøen 42 D","kleppasjøen",42,"A","H0202","5378","Småhus",307793,"Rekkehus","Bolig","Bolig","6713004.31","-45304.65"
"2844",2350000,5,2017,5,"C",1,113.87,4,"Fritt salg","Annet",1,"2350.0",0,0,0,0,0,0,0,8,"566.0","0.0","566.0","398.0",0,1,2,"61.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-29,"4626/1/121/3","4626","1","121","3",300625792,"Stemmegardshaugane 8 G","stemmegardshaugane",8,"B","H0203","5382","Boligblokker",952107,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723608.11","-48176.2"
"2847",3050000,11,2011,5,"C",1,158.16,4,"Fritt salg","Blokkleilighet",1,"9510.3",1,0,0,0,0,0,0,4,"285.0","0.0","285.0","194.0",0,1,1,"70.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-12,"4627/10/745/22","4627","10","745","22",300117062,"Stongafjellsbakken 20 C","stongafjellsbakken",20,"B","H0201","5301","Småhus",1152527,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6736699.3","-38190.26"
"2851",2400000,84,1938,1,"G",2,525.1,4,"Fritt salg","Blokkleilighet",1,"913.6",0,0,0,0,0,0,0,5,"351.0","0.0","351.0","0.0",0,1,1,"0.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-03,"4601/42/246/5","4601","42","246","5",139484355,"Nesttunkollen 12","nesttunkollen",12,NA,"H0101","5221","Småhus",1250327,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725613.96","-31647.58"
"2885",1895000,11,2011,6,"B",2,109.48,1,"Skifteoppgjør","Blokkleilighet",1,"8981.6",1,0,0,0,0,0,0,8,"890.0","0.0","890.0","190.0",0,1,1,"104.0",5,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-23,"4601/10/834/7","4601","10","834","7",300122431,"Nye Sædalsveien 102 B","nye sædalsveien",102,"G","H0101","5099","Boligblokker",682601,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6728025.35","-29935.35"
"2905",4250000,7,2015,6,"B",3,128.39,4,"Fritt salg","Rekkehus/kjede",1,"3471.7",0,0,0,0,0,0,0,1,"138.0","0.0","138.0","1.0",0,1,1,"138.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-10,"4624/51/505/7","4624","51","505","7",300112644,"Kuvågvegen 93 B","kuvågvegen",93,"B","H0101","5209","Småhus",875244,"Rekkehus","Bolig","Bolig","6709377.31","-28603.17"
"2911",4800000,14,2008,4,"D",1,134.75,1,"Fritt salg","Blokkleilighet",1,"5671.5",1,0,0,0,0,0,0,20,"1985.0","0.0","1985.0","0.0",0,3,5,"98.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-01,"4601/10/818/35","4601","10","818","35",25178416,"Øvre Sædalsvegen 14","øvre sædalsvegen",14,NA,"H0303","5099","Boligblokker",969759,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6728316.05","-29694.38"
"2917",3500000,132,1890,2,"F",1,345.4,4,"Fritt salg","Blokkleilighet",1,"79.6",0,0,0,0,0,0,0,4,"212.0","0.0","212.0","0.0",0,2,1,"0.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-12,"4601/167/1118/3","4601","167","1118","3",139319257,"Tordenskjolds gate 41","tordenskjolds gate",41,NA,"H0101","5031","Småhus",770581,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6735106.18","-31668.62"
"2920",2400000,132,1890,2,"F",1,345.4,4,"Fritt salg","Blokkleilighet",1,"79.6",0,0,0,0,0,0,0,4,"212.0","0.0","212.0","0.0",0,3,1,"0.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-13,"4601/167/1118/4","4601","167","1118","4",139319257,"Tordenskjolds gate 41","tordenskjolds gate",41,NA,"H0101","5031","Småhus",47170,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6735106.18","-31668.62"
"2921",2600000,87,1935,1,"G",1,432.79,2,"Fritt salg","Blokkleilighet",1,"308.9",0,0,0,0,0,0,0,6,"273.0","0.0","273.0","0.0",0,1,1,"46.0",2,1,1,1,0,"Loft","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-06-22,"4601/158/351/6","4601","158","351","6",139857712,"Søndre Skogveien 8","søndre skogveien",8,NA,"U0101","5055","Boligblokker",678877,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6732421.05","-31874.31"
"2931",14750000,10,2012,7,"A",4,73.67,4,"Fritt salg","Frittliggende enebolig",1,"1288.6",0,0,0,0,0,0,0,2,"252.0","0.0","252.0","185.0",0,1,1,"65.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-29,"4601/13/647/NA","4601","13","647","NA",300229162,"Stavkirkevegen 13 A","stavkirkevegen",13,"A","H0102","5231","Småhus",458975,"Enebolig m/hybel/sokkelleil.","Uoppgitt","Bolig","6728612.52","-31562.31"
"2935",14750000,10,2012,7,"A",4,73.67,4,"Fritt salg","Frittliggende enebolig",1,"1288.6",0,0,0,0,0,0,0,2,"252.0","0.0","252.0","185.0",0,1,2,"158.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-29,"4601/13/647/NA","4601","13","647","NA",300229162,"Stavkirkevegen 13 A","stavkirkevegen",13,"A","H0102","5231","Småhus",458975,"Enebolig m/hybel/sokkelleil.","Uoppgitt","Bolig","6728612.52","-31562.31"
"2941",2850000,31,1991,4,"D",1,216.84,4,"Fritt salg","Blokkleilighet",1,"2582.0",1,0,0,0,0,0,0,4,"266.0","0.0","266.0","0.0",0,1,1,"65.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-22,"4627/14/337/10","4627","14","337","10",9827226,"Ospedalhaugen 35","ospedalhaugen",35,NA,"U0101","5308","Småhus",679127,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6739537.56","-39047.48"
"2946",5e+06,3,2019,5,"C",5,110.51,1,"Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,1,"88.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-11,"4601/189/435/19","4601","189","435","19",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",509309,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2967",4800000,3,2019,5,"C",5,110.51,1,"Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,2,"84.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-02,"4601/189/435/11","4601","189","435","11",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",974730,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"3014",2e+06,14,2008,4,"D",1,129.28,1,"Annet","Blokkleilighet",1,"3010.7",1,0,0,0,0,0,0,20,"1712.0","0.0","1712.0","0.0",0,2,4,"54.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-30,"4601/186/1312/10","4601","186","1312","10",25171853,"Tertnesflaten 16E","tertnesflaten",16,"G","H0101","5114","Boligblokker",349797,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6741625.66","-32892.53"
"3029",2600000,68,1954,1,"G",1,449.2,1,"Fritt salg","Blokkleilighet",1,"561.2",0,0,0,0,1,0,0,15,"892.0","0.0","892.0","144.0",0,5,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-07,"4601/165/481/14","4601","165","481","14",139288785,"Nordnesveien 15","nordnesveien",15,NA,"H0502","5005","Boligblokker",752205,"Studenthjem/studentboliger","Bolig","Bolig","6734939.45","-32647.19"
"3046",4200000,2,2020,6,"B",1,116.7,4,"Fritt salg","Frittliggende enebolig",1,"928.9",0,0,0,0,0,0,0,1,"232.0","0.0","232.0","141.0",0,1,1,"186.0",5,2,2,1,0,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2022,"2022Q1",2022-03-15,"4624/184/173/NA","4624","184","173","NA",300803920,"Kletten 38","kletten",38,NA,"H0101","5643","Småhus",289861,"Enebolig","Bolig","Bolig","6705299.72","-17852.2"
"3100",4800000,3,2019,6,"B",5,102.59,1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,36,"3266.0","0.0","3266.0","639.0",0,4,4,"101.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-16,"4601/123/608/24","4601","123","608","24",300577059,"Søndre Lyderhornslien 60","søndre lyderhornslien",60,NA,"H0306","5171","Boligblokker",527046,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732681.55","-37237.44"
"3122",1800000,3,2019,6,"B",5,102.59,1,"Fritt salg","Blokkleilighet",1,"0.0",0,0,0,0,0,0,0,36,"3266.0","0.0","3266.0","639.0",0,5,6,"63.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-13,"4601/123/608/26","4601","123","608","26",300577059,"Søndre Lyderhornslien 60","søndre lyderhornslien",60,NA,"H0306","5171","Boligblokker",1416407,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732681.55","-37237.44"
"3141",3750000,6,2016,4,"D",5,145.97,1,"Fritt salg","Blokkleilighet",1,"5180.8",1,0,0,0,0,0,0,99,"6865.0","0.0","6865.0","1156.0",0,6,8,"46.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-02,"4601/159/11/86","4601","159","11","86",300378989,"Inger Bang Lunds vei 19","inger bang lunds vei",19,NA,"H0701","5059","Boligblokker",844942,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731967.64","-31249.06"
"3147",2825000,6,2016,4,"D",5,145.97,1,"Fritt salg","Blokkleilighet",1,"5180.8",1,0,0,0,0,0,0,99,"6865.0","0.0","6865.0","1156.0",0,6,14,"76.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-10,"4601/159/11/92","4601","159","11","92",300378989,"Inger Bang Lunds vei 19","inger bang lunds vei",19,NA,"H0701","5059","Boligblokker",624635,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731967.64","-31249.06"
"3149",3870000,6,2016,4,"D",5,145.97,1,"Fritt salg","Blokkleilighet",1,"5180.8",1,0,0,0,0,0,0,99,"6865.0","0.0","6865.0","1156.0",0,6,10,"46.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-18,"4601/159/11/88","4601","159","11","88",300378989,"Inger Bang Lunds vei 19","inger bang lunds vei",19,NA,"H0701","5059","Boligblokker",533839,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731967.64","-31249.06"
"3150",5450000,6,2016,4,"D",5,145.97,1,"Fritt salg","Blokkleilighet",1,"5180.8",1,0,0,0,0,0,0,99,"6865.0","0.0","6865.0","1156.0",0,6,5,"67.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-13,"4601/159/11/83","4601","159","11","83",300378989,"Inger Bang Lunds vei 19","inger bang lunds vei",19,NA,"H0701","5059","Boligblokker",522961,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731967.64","-31249.06"
"3152",5400000,6,2016,4,"D",5,145.97,1,"Fritt salg","Blokkleilighet",1,"5180.8",1,0,0,0,0,0,0,99,"6865.0","0.0","6865.0","1156.0",0,3,14,"76.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-07,"4601/159/11/45","4601","159","11","45",300378989,"Inger Bang Lunds vei 19","inger bang lunds vei",19,NA,"H0701","5059","Boligblokker",1392501,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731967.64","-31249.06"
"3156",5770000,6,2016,4,"D",5,145.97,1,"Fritt salg","Blokkleilighet",1,"5180.8",1,0,0,0,0,0,0,99,"6865.0","0.0","6865.0","1156.0",0,6,4,"69.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-30,"4601/159/11/82","4601","159","11","82",300378989,"Inger Bang Lunds vei 19","inger bang lunds vei",19,NA,"H0701","5059","Boligblokker",1358690,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731967.64","-31249.06"
"3157",3500000,6,2016,4,"D",5,145.97,1,"Fritt salg","Blokkleilighet",1,"5180.8",1,0,0,0,0,0,0,99,"6865.0","0.0","6865.0","1156.0",0,2,9,"46.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-09,"4601/159/11/25","4601","159","11","25",300378989,"Inger Bang Lunds vei 19","inger bang lunds vei",19,NA,"H0701","5059","Boligblokker",872014,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731967.64","-31249.06"
